Cell ID,Entity,Dimension Code,Policy Dimension,What to Assess,NDC Source/Page,NDC Evidence Excerpt,IPCC Source/Page,IPCC Evidence Excerpt,Figure 2 System Score,Figure 2 System Class,Human Classification,Human Confidence,Reviewer Rationale,Evidence Sufficient?,Suggested Action,Cut-off Flag,Exact Match,Reviewer ID,Review Date,Review Scope
GC-092,South Korea,D1,Renewable Energy Targets,Share of renewable/non-fossil electricity or installed capacity vs IPCC electricity-share benchmark,"South Korea's 2035 NDC (submitted UNFCCC Dec 26, 2025)","Climate Action Tracker (secondary) states the 2035 NDC 'sets a 30% renewable electricity target in 2035, which represents a step back from the 30% target originally outlined in its updated 2030 NDC from 2021' — i.e., the official renewable electricity target has not increased at all over five additional years. This starkly contrasts with independent modelling (CGS/SFOC High Ambition pathway, secondary): renewable generation could realistically rise from 10% (2024) to 49% by 2030 and 67% by 2035 with 15 GW/year of buildout, while South Korea's own 11th Basic Electricity Plan (BEP) targets only 22% by 2030 and 33% by 2038.",IPCC AR6 WGIII Ch.6; SPM.3,1.5–<2°C pathways: low-carbon sources ~93–97% of global electricity by 2050.,0.7,Significant,Critical,High,"This is a rare, directly-confirmed case of zero incremental ambition: CAT explicitly states the 2035 target matches the 2030 target set five years earlier, rather than strengthening it — while independent bottom-up modelling shows more than double that renewable share (67%) is technically achievable by 2035.",Yes,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-093,South Korea,D2,Net Zero Pathway,"Net-zero target year, gases/sectors covered vs IPCC net-zero trajectory",South Korea's 2035 NDC (Dec 2025); Framework Act on Carbon Neutrality and Green Growth (2021),"NDC sets an absolute, economy-wide target of 53–61% below 2018 levels by 2035 (incl. LULUCF), reaffirming net zero by 2050 under the Carbon Neutrality Act (South Korea was the 14th country to legislate this). At COP30, South Korea joined the Powering Past Coal Alliance and committed to phase out coal by 2040, retiring 40 of 61 coal plants. Climate Action Tracker (secondary) assesses the target as 'not 1.5°C-aligned... based on the upper end of the target range,' with the ambition gap 'only marginally narrowed compared to its 2030 commitment,' and flags that 'the lack of transparency on its intended use of international carbon credits... leaves the level of domestic mitigation implied by the target unclear.'",IPCC AR6 Synthesis Report SPM B.6; WGIII Ch.3,"1.5°C (no/limited overshoot) pathways reach net-zero CO2 in the early 2050s, with GHG cuts of 43% [34–60%] by 2030 and 84% [73–98%] by 2050 vs 2019.",0.7,Significant,Significant,High,"A genuine, legislated, absolute economy-wide target exists whose upper bound approaches independent high-ambition modelling (57–61%), but CAT confirms even that upper bound falls short of full 1.5°C alignment, and undisclosed reliance on Article 6 credits (4.0–4.6% of the target) adds real uncertainty about domestic effort.",Yes,Retain Figure 2 Class,Potential post-cut-off source/date,1,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-094,South Korea,D3,Methane Reduction,Specific methane reduction commitment vs IPCC rapid methane reduction requirement,South Korea's 2030 Methane Emissions Reduction Roadmap (in line with GMP); COP29 Declaration on Reducing Methane from Organic Waste (signed 2024),"South Korea has a detailed, sectorally-disaggregated methane roadmap targeting a reduction from 28 MtCO2e (2018) to 19.7 MtCO2e (2030) — a 30% cut in line with the Global Methane Pledge — broken down into 2.5 MtCO2e from agriculture, 4 MtCO2e from waste, and 1.8 MtCO2e from energy. However, independent academic analysis (SFOC, secondary) finds this target 'risks falling short of its methane budget aligned with the 1.5°C temperature limit,' estimating South Korea's actual responsibility should be 'more than twice its current target' (18 MtCO2e below 2018 levels, vs. the current ~8.3 MtCO2e reduction), and criticises the roadmap for lacking any measures beyond 2030.",IPCC AR6 Synthesis Report SPM B.6.2,1.5°C (>50%) no/limited-overshoot pathways: global methane emissions reduced 34% [21–57%] by 2030 relative to 2019.,0.85,Critical,Significant,High,"This is one of the most detailed, sectorally-disaggregated methane roadmaps reviewed among any country — a real, quantified, GMP-aligned target with sub-sector breakdowns, unlike most peers who have no target at all. It falls short of full alignment because independent analysis finds current ambition should roughly double to be 1.5°C-consistent, and the plan has no post-2030 trajectory.",Yes,Revise Class,,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-095,South Korea,D4,Adaptation Finance,Quantified adaptation finance needs/commitments and conditionality,"National Climate Change Adaptation Plans (2010, 2015 cycles); South Korea's Mid-term Strategy for Development Cooperation 2021–2025; 2023 ODA reporting","South Korea has maintained formal National Climate Change Adaptation Plans since 2010 (among the earliest such plans reviewed). Internationally, 2023 bilateral ODA data (Donor Tracker, secondary) shows 74.5% of South Korea's climate-related ODA tagged with the mitigation marker and 72.7% tagged with the adaptation marker (overlapping categories), with USD 1.4 billion tagged as serving both mitigation and adaptation. The Mid-term Strategy commits to increasing ODA climate financing via the Green New Deal fund and GCF partnerships.","IPCC AR6 WGII SPM C.3, C.5","AR6 WGII documents a widening adaptation finance gap; most tracked climate finance still goes to mitigation, and adaptation finance falls short of documented needs in developing countries.",0.65,Significant,Significant,High,"This is one of the more transparent adaptation-finance pictures reviewed — a long-running domestic adaptation planning cycle plus disclosed, quantified international ODA figures with explicit adaptation tagging, comparable to Canada's evidentiary strength on this dimension.",Yes,Retain Figure 2 Class,,1,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-096,South Korea,D5,Loss and Damage,"Loss and Damage finance needs, liability/compensation references, or related commitments",South Korea's 2035 NDC (Dec 2025); international climate cooperation profile,"No specific loss-and-damage finance need, liability/compensation reference, domestic L&D framework, or named contribution to the international Loss and Damage Fund was found for South Korea across multiple searches covering its adaptation and international climate finance profile, despite South Korea's substantial and well-documented broader climate finance activity (GCF, GGGI, bilateral ODA).",IPCC AR6 WGII SPM B,"AR6 WGII recognizes losses and damages as escalating, unequally distributed, and worsening with each increment of warming, with hard/soft adaptation limits already reached in some systems.",0.6,Significant,Absent,Medium,"Given how well-documented South Korea's other finance activities are (GCF, ODA, GGGI), the absence of any discoverable L&D-specific commitment is notable — though confidence is Medium rather than High since the primary NDC text itself was not directly reviewed line-by-line for an L&D section.",Partly,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-097,South Korea,D6,Transport Sector Targets,Transport electrification/modal shift/sector target vs IPCC transport mitigation pathway,"South Korea's 2035 NDC (Dec 2025), sector-specific targets; Ministry of Climate, Energy and Environment vehicle GHG/fuel-efficiency regulation revisions (2027–2030 phase-in)","The NDC includes an explicit transport-sector target of 60.2–62.8% emissions reduction by 2035 (from 98.8 MtCO2e in 2018 to roughly 36.8 MtCO2e), 'reiterated in its submission to the UNFCCC' (Climate Action Tracker, primary/secondary). This is paired with a new-vehicle sales-share target of 40% electric/hydrogen by 2030 and 70% by 2035, and newly mandatory (replacing voluntary) emissions-reduction requirements for medium/heavy-duty commercial vehicles phasing in 2027–2030. The government has 'not set a specific date to end production of internal combustion cars' (Eco-Business, secondary).",IPCC AR6 WGIII Ch.10,1.5°C (no/limited overshoot) pathways require a 59% [42–68%] reduction in transport CO2 by 2050 vs modelled 2020 levels; light-duty-vehicle electrification is the leading near-term lever.,0,Aligned,Significant,High,"This is the strongest, most directly comparable transport case reviewed among all countries — an absolute sectoral emissions-reduction percentage (60.2–62.8%) embedded directly in the NDC text, on a 2035 timeline that is more front-loaded than AR6's 59%-by-2050 global benchmark, plus binding heavy-vehicle regulation. The system's default score (0.00 → 'Aligned') undersells the specificity of this evidence, but full alignment isn't confirmed given the broader NDC's 'not fully 1.5°C aligned' rating and no confirmed ICE phase-out date.",Yes,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-098,South Korea,D7,LULUCF and Carbon Sinks,"Land-use commitments, sink accounting, additionality, and offsets",South Korea's 2035 NDC (Dec 2025),"The NDC target of 53–61% below 2018 (incl. LULUCF) is only marginally different from 51–59% excluding LULUCF (CAT, secondary) — a relatively modest 2-percentage-point swing, in contrast to countries where excluding LULUCF changes the headline figure dramatically (e.g., Russia's target swings from 33–35% incl. LULUCF to 27–33% excl.). No separately disclosed, quantified forest/land-sink target beyond this embedded contribution was found.",IPCC AR6 WGIII Ch.7 (AFOLU),"AFOLU can provide 20–30% of global mitigation needed for 1.5/2°C pathways to 2050 (~8–14 GtCO2e/yr economic potential), led by forest/ecosystem protection; the chapter flags long-term additionality and permanence uncertainty for land-sink-heavy strategies.",0.6,Significant,Significant,Medium,"The relatively small gap between the incl.- and excl.-LULUCF figures is a comparatively positive transparency signal versus several other countries reviewed — South Korea's headline ambition isn't being substantially inflated by land-sink accounting — but there is still no separately published, quantified LULUCF target to assess independently.",Partly,Retain Figure 2 Class,Potential post-cut-off source/date,1,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-099,Türkiye,D1,Renewable Energy Targets,Share of renewable/non-fossil electricity or installed capacity vs IPCC electricity-share benchmark,"Roadmap for Renewable Energy to 2035 (Republic of Türkiye Ministry of Energy and Natural Resources, Oct 2024)","Türkiye plans to quadruple wind and solar capacity to 120 GW by 2035 (160 GW incl. hydro/biomass), with 7.5–8 GW/year of new buildout, USD 108 billion in capacity investment, and USD 28 billion for grid upgrades. The long-term goal (2053) is for renewables to reach 69.1% of electricity supply, up from 42.4% in 2020. Currently (2024), wind and solar supply 18% of generation; including hydro and geothermal, non-fossil sources reach 45%. However, Climate Analytics (secondary) notes Türkiye 'is the largest producer of coal-fired electricity in Europe and is pouring money into oil and gas drilling' in parallel.",IPCC AR6 WGIII Ch.6; SPM.3,"1.5–<2°C pathways: low-carbon sources ~93–97% of global electricity by 2050. Climate Action Tracker's Türkiye-specific benchmark (secondary): 'to align with 1.5°C, Türkiye needs to effectively phase out fossil fuels from the power sector in the 2030s, providing almost 100% renewable electricity by 2035.'",0.6,Significant,Critical,High,"Despite a genuinely large capacity-expansion plan, even Türkiye's own long-term (2053) target of 69% falls dramatically short of the ~100% by 2035 CAT says 1.5°C alignment requires — an 18-year, 30+ percentage-point gap — while the government simultaneously remains Europe's largest coal power producer and continues to expand oil and gas drilling.",Yes,Revise Class,,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-100,Türkiye,D2,Net Zero Pathway,"Net-zero target year, gases/sectors covered vs IPCC net-zero trajectory","Türkiye's Second NDC (NDC 3.0, submitted UNFCCC Nov 9, 2025); Long-Term Strategy (LTS, submitted COP29 2024); Climate Law (July 2025)","NDC 3.0 limits emissions to 643 MtCO2e by 2035 (a 41–42% reduction from a BAU reference scenario) — but Climate Action Tracker (secondary) notes this is '32% above 2022 levels,' and independent modelling (Istanbul Policy Center, secondary) finds a pure 'do nothing new' business-as-usual trajectory would reach 655 MtCO2e by 2035, 'almost exactly' matching the government's pledge; Climate Home News (secondary) calls it 'a pledge to deliver a controlled increase rather than a reduction.' Net zero is targeted for 2053, now legally codified in the July 2025 Climate Law, but the LTS 'reiterates the NDC goal of peaking emissions only by 2038 at the latest' (CAT, secondary) — CAT notes reaching net zero just 15 years after peaking 'would require annual reductions exceeding 10 percent... no country has ever sustained such rapid decarbonization.'",IPCC AR6 Synthesis Report SPM B.6; WGIII Ch.3,"1.5°C (no/limited overshoot) pathways reach net-zero CO2 in the early 2050s, with GHG cuts of 43% [34–60%] by 2030 and 84% [73–98%] by 2050 vs 2019.",0.85,Critical,Critical,High,"This is one of the starkest 'not a real cut' cases reviewed: the 2035 target represents an actual increase over 2022 levels and is independently confirmed to match a pure business-as-usual trajectory, while the legally-codified 2053 net-zero date is mathematically implausible given the government's own admitted 2038 peaking assumption.",Yes,Retain Figure 2 Class,Potential post-cut-off source/date,1,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-101,Türkiye,D3,Methane Reduction,Specific methane reduction commitment vs IPCC rapid methane reduction requirement,"Global Methane Pledge (non-signatory); COP29 Declaration on Reducing Methane from Organic Waste (ROW, signed); Türkiye's COP31 draft action agenda (2026)","Türkiye has not signed the Global Methane Pledge — GAIA (secondary, joint NGO declaration) states Türkiye 'remains one of the few major economies that has not signed the Global Methane Pledge — an important accountability gap,' while noting the 'contradiction' of Türkiye simultaneously prioritizing waste-sector methane as its top COP31 action-agenda item (led personally by the Turkish First Lady). Türkiye did sign the COP29 ROW Declaration on organic waste methane, but GAIA explicitly calls on Türkiye to 'set quantified methane reduction targets for the waste sector with clear interim milestones' — indicating none currently exist.",IPCC AR6 Synthesis Report SPM B.6.2,1.5°C (>50%) no/limited-overshoot pathways: global methane emissions reduced 34% [21–57%] by 2030 relative to 2019.,0.7,Significant,Absent,High,"No quantified methane reduction target or Global Methane Pledge membership was found — despite strong rhetorical prioritization of waste methane for Türkiye's upcoming COP31 presidency, independent NGO analysis directly confirms this attention has not yet translated into any quantified commitment.",Yes,Revise Class,,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-102,Türkiye,D4,Adaptation Finance,Quantified adaptation finance needs/commitments and conditionality,"Climate Change Adaptation Strategy and Action Plan (CCASAP, 2024–2030); predecessor NASAP (2011–2023)","CCASAP is a comprehensive adaptation framework: 40 strategic goals and 129 actions across agriculture/food security, biodiversity, water resources, tourism, industry, urban areas, public health, transport, energy, and disaster risk reduction, built on country-specific climate projections and sector-by-sector vulnerability/risk analyses. No specific quantified adaptation finance figure (domestic or international) was found attached to this strategy across multiple searches. Türkiye's UNFCCC-recognized 'special circumstances' status (per 2010–2014 COP decisions) positions it as seeking international support rather than providing it.","IPCC AR6 WGII SPM C.3, C.5","AR6 WGII documents a widening adaptation finance gap; most tracked climate finance still goes to mitigation, and adaptation finance falls short of documented needs in developing countries.",0.65,Significant,Significant,Medium,"The adaptation planning itself is unusually comprehensive and methodologically serious (129 actions, sector-specific risk analysis) — stronger qualitative evidence than several peers reviewed — but as with many other countries in this review, no disclosed dollar figure was found attached to it.",Partly,Retain Figure 2 Class,,1,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-103,Türkiye,D5,Loss and Damage,"Loss and Damage finance needs, liability/compensation references, or related commitments",Türkiye's Second NDC (Nov 2025); COP31 hosting preparations,"No specific Turkish national loss-and-damage finance commitment, liability/compensation reference, or fund contribution was found. Türkiye is set to host COP31 as an 'implementation COP' and will inherit the global COP30 package (which includes operationalizing the Loss and Damage Fund and tripling adaptation finance by 2035), but this reflects the broader multilateral outcome Türkiye will preside over, not a specific Turkish national commitment. Advocacy pieces (e.g., Caspianpost, secondary) explicitly urge Türkiye to prioritize L&D-adjacent issues (fragile-state adaptation finance) at COP31 — framed as a future opportunity, not an existing commitment.",IPCC AR6 WGII SPM B,"AR6 WGII recognizes losses and damages as escalating, unequally distributed, and worsening with each increment of warming, with hard/soft adaptation limits already reached in some systems.",1,Absent,Absent,Medium,"No relevant national commitment found, consistent with the rubric's definition of Absent. Confidence is Medium since the primary NDC text was not directly reviewed line-by-line for an L&D section, and Türkiye's prominent upcoming role as COP31 host on this exact topic warrants a follow-up check once its presidency agenda solidifies.",Partly,Retain Figure 2 Class,Potential post-cut-off source/date,1,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-104,Türkiye,D6,Transport Sector Targets,Transport electrification/modal shift/sector target vs IPCC transport mitigation pathway,"Republic of Türkiye Ministry of Transport and Infrastructure sectoral targets (via Climate Action Tracker, secondary)","Türkiye has a specific, quantified modal-shift target: increasing rail's share of passenger transport to 5.31% and of freight transport to 20.12% by 2035, up from 2019 levels of 0.89% and 3.13% respectively. Separately, EV market share is reported to be 'approaching 20 percent' as of 2025 (Istanbul Policy Center, secondary), though this appears to reflect organic market growth rather than a stated binding target. No absolute transport-sector emissions-reduction percentage was found.",IPCC AR6 WGIII Ch.10,1.5°C (no/limited overshoot) pathways require a 59% [42–68%] reduction in transport CO2 by 2050 vs modelled 2020 levels; light-duty-vehicle electrification is the leading near-term lever.,0,Aligned,Not Comparable,Medium,"The system's default score (0.00 → 'Aligned') looks like a placeholder — a real, specific, quantified rail-modal-shift target does exist (an unusually granular data point among peers reviewed), but it measures modal share, not absolute transport emissions, so it cannot be directly benchmarked against AR6's 59%-by-2050 metric.",Partly,Revise Class,,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-105,Türkiye,D7,LULUCF and Carbon Sinks,"Land-use commitments, sink accounting, additionality, and offsets",Türkiye's National Inventory Document (2024); Climate Action Tracker policy analysis (secondary),"Türkiye's LULUCF sink was just 56 MtCO2 in 2022 against total emissions of 502 MtCO2 (incl. LULUCF) — already a small sink relative to total emissions — and Climate Action Tracker (secondary) states 'the sink is diminishing... due in large part to the government's increase in wood production,' compounded by 'increasingly severe wildfires in recent years, which show no signs of stopping.' Türkiye did meet its target of 30% forest land cover by 2023 and signed the COP26 forestry pledge, though 'the updated NDC does not specifically mention the declaration.'",IPCC AR6 WGIII Ch.7 (AFOLU),"AFOLU can provide 20–30% of global mitigation needed for 1.5/2°C pathways to 2050 (~8–14 GtCO2e/yr economic potential), led by forest/ecosystem protection; the chapter flags long-term additionality and permanence uncertainty for land-sink-heavy strategies.",0.6,Significant,Critical,High,"Unlike most LULUCF cases reviewed (which involve either static uncertainty or growing-but-opaque sinks), this is a clear, independently-documented deterioration trend: an already-small sink actively shrinking due to a deliberate policy choice (increased wood production) compounded by a worsening climate feedback (wildfires) — a genuine and worsening structural weakness.",Yes,Revise Class,,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-106,United Kingdom,D1,Renewable Energy Targets,Share of renewable/non-fossil electricity or installed capacity vs IPCC electricity-share benchmark,"Clean Power 2030 Action Plan (DESNZ, Dec 2024); House of Commons Library Clean Power briefing","The plan targets 100% of Great Britain's electricity demand met from 'clean' sources (renewables, nuclear, and low-carbon backup) by 2030, with a specific sub-target of 95% clean *generation* and carbon intensity below 50g CO2/kWh (down from 154g currently). Latest data shows generation from clean sources at 63.7% against the 95% target, with consumption-based clean generation at 58% against the 100% target. Gas is retained only as backup, targeted at 5% or less of generation over a typical weather year.",IPCC AR6 WGIII Ch.6; SPM.3,1.5–<2°C pathways: low-carbon sources ~93–97% of global electricity by 2050.,0.6,Significant,Significant,High,"This is one of the most ambitious, well-quantified, near-term power-sector targets reviewed (2030 vs. the global 2050 benchmark), but the Institute for Government (secondary) finds delivery 'is not on track' in most areas versus the pace required, and the 'clean power' definition includes nuclear and gas-CCS rather than being purely renewable — a modest scope caveat similar to Canada's D1 case.",Yes,Retain Figure 2 Class,Potential post-cut-off source/date,1,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-107,United Kingdom,D2,Net Zero Pathway,"Net-zero target year, gases/sectors covered vs IPCC net-zero trajectory","UK's 2035 NDC (submitted UNFCCC Jan 30, 2025); Climate Change Act 2008 (net zero by 2050, legally binding)","NDC commits to reducing all GHG emissions by at least 81% by 2035 vs 1990 (excl. international aviation/shipping), based on advice from the independent Climate Change Committee, an economy-wide absolute target covering all gases. Climate Action Tracker (secondary) states: 'The UK's 2035 target in its new NDC is ambitious and would translate to emissions below our cost-effective 1.5ºC modelled domestic pathway... we label the UK's new NDC as “1.5°C compatible” compared to MDPs... it is the first developed country to get this assessment.'",IPCC AR6 Synthesis Report SPM B.6; WGIII Ch.3,"1.5°C (no/limited overshoot) pathways reach net-zero CO2 in the early 2050s, with GHG cuts of 43% [34–60%] by 2030 and 84% [73–98%] by 2050 vs 2019.",0.7,Significant,Aligned,High,"This is the single strongest net-zero pathway case found across this entire review — Climate Action Tracker explicitly and directly rates it '1.5°C compatible' and notes it is the first developed country to receive this assessment. CAT does flag that the UK's earlier 2030 target should still be revised upward to match, and that clarity on carbon credits/removals could improve, but the headline 2035 pathway itself meets the highest bar found in this exercise.",Yes,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-108,United Kingdom,D3,Methane Reduction,Specific methane reduction commitment vs IPCC rapid methane reduction requirement,"Global Methane Pledge (UK hosted launch at COP26, 2021); Climate Change Committee (CCC) net-zero pathway advice; North Sea Transition Deal Methane Action Plan","The UK hosted and facilitated the Global Methane Pledge's launch at COP26. Per the CCC (secondary), methane emissions should fall by approximately 30% of 2020 levels by 2030 as part of the UK's legally-binding net-zero pathway. Industry's North Sea Transition Deal Methane Action Plan separately commits to a 50% reduction by 2030 (vs. 2018 baseline) in the oil and gas sector, with an OGCI methane-intensity target of 0.2% by 2025. Methane's share of total UK emissions has already fallen from 18% (1990) to 14% (2022) — demonstrated historical progress, not just a future target. However, a House of Lords Environment and Climate Change Committee report (secondary) found 'the UK has contributed significantly less than other comparable countries' on international methane finance, and Clean Air Task Force (secondary) states 'the UK has languished' internationally on methane leadership since its strong COP26 start.",IPCC AR6 Synthesis Report SPM B.6.2,1.5°C (>50%) no/limited-overshoot pathways: global methane emissions reduced 34% [21–57%] by 2030 relative to 2019.,0.6,Significant,Significant,High,"This is one of the more evidence-rich methane cases reviewed, with real demonstrated historical reductions (not just pledges) and multiple quantified targets across government, CCC, and industry levels. It falls short of full alignment because independent parliamentary scrutiny directly confirms the UK's international methane finance and diplomatic leadership have lagged since its strong founding role at COP26.",Yes,Retain Figure 2 Class,,1,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-109,United Kingdom,D4,Adaptation Finance,Quantified adaptation finance needs/commitments and conditionality,"UK Biennial Finance Communication to UNFCCC (Dec 2024); Third National Adaptation Programme (NAP3, July 2023, under the Climate Change Act)","The UK pledged to increase its International Climate Finance (ICF) from £5.8bn (2015–2021) to £11.6bn (2021–2026), including at least £3bn for nature-based solutions, and has a legally-mandated domestic adaptation programme (NAP3) covering infrastructure, the natural environment, and industry. ICF results reporting shows 110,075,000 people directly supported to adapt to climate change. However, independent analysis (Carbon Brief, cited by the Independent Commission for Aid Impact, secondary) found the UK had 'fallen 40% behind on its £11.6bn climate-finance pledge' as of October 2023 — a real, quantified delivery shortfall.","IPCC AR6 WGII SPM C.3, C.5","AR6 WGII documents a widening adaptation finance gap; most tracked climate finance still goes to mitigation, and adaptation finance falls short of documented needs in developing countries.",0.65,Significant,Significant,High,"A legally-mandated domestic adaptation programme plus substantial, quantified international finance commitments with real outcome metrics (110 million people supported) make this one of the more detailed adaptation-finance pictures reviewed, but an independent government-commissioned review confirms delivery is running significantly behind the UK's own pledge.",Yes,Retain Figure 2 Class,Potential post-cut-off source/date,1,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-110,United Kingdom,D5,Loss and Damage,"Loss and Damage finance needs, liability/compensation references, or related commitments",COP28 outcomes (Dec 2023); UK Biennial Finance Communication (Dec 2024),"The UK committed up to £40 million (~$51 million) to the newly-established Fund for Responding to Loss and Damage (FRLD) at COP28, and holds a full seat on the FRLD Board, working to target support to particularly vulnerable countries including LDCs and SIDS. However, Save the Children (secondary) criticized the announcement as the UK 'giving with one hand while taking with the other,' implying the funds may have been reallocated from existing ICF commitments rather than representing genuinely additional money.",IPCC AR6 WGII SPM B,"AR6 WGII recognizes losses and damages as escalating, unequally distributed, and worsening with each increment of warming, with hard/soft adaptation limits already reached in some systems.",1,Absent,Significant,High,"The system's default score (1.00 → 'Absent') doesn't match the evidence — a concrete, named, quantified L&D Fund contribution exists with institutional board representation, stronger evidence than most countries reviewed. It falls short of full alignment given credible independent criticism that the funding may not be genuinely additional to existing commitments.",Yes,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-111,United Kingdom,D6,Transport Sector Targets,Transport electrification/modal shift/sector target vs IPCC transport mitigation pathway,"UK's 2035 NDC ICTU (Jan 2025), Zero Emission Vehicle (ZEV) mandate; Carbon Budget and Growth Delivery Plan (CBGD, Oct 2025)","The UK's own NDC text describes its ZEV mandate as 'the world's most ambitious national level regulatory framework of its kind,' with binding annual minimum new-sales targets rising to 80% of cars and 70% of vans by 2030, reaching 100% by 2035; the 2030 ban on new petrol/diesel car sales was reinstated by the Labour government after a prior delay to 2035. However, the October 2025 CBGD plan sets lower on-road fleet-composition assumptions than the 2021 net-zero strategy (21% of all cars ZEV by 2030 and 48% by 2035, down from 24% and 53% respectively) — Carbon Brief (secondary) notes 'the car industry has consistently claimed it is set to miss the ZEV mandate [sales] targets.'",IPCC AR6 WGIII Ch.10,1.5°C (no/limited overshoot) pathways require a 59% [42–68%] reduction in transport CO2 by 2050 vs modelled 2020 levels; light-duty-vehicle electrification is the leading near-term lever.,0,Aligned,Significant,Medium,"The system's default score (0.00 → 'Aligned') undersells real strength here — a binding, self-described 'world's most ambitious' new-sales mandate with a reinstated 2030 ICE ban. Confidence is Medium because the CBGD plan's lower fleet-composition figures (21%/48%) appear to measure total on-road stock rather than new-sales share (the ZEV mandate's own metric), and this distinction should be verified against the primary CBGD document; either way, independent commentary confirms some downgrade in ambition and delivery risk versus the 2021 baseline.",Partly,Revise Class,Potential post-cut-off source/date,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-112,United Kingdom,D7,LULUCF and Carbon Sinks,"Land-use commitments, sink accounting, additionality, and offsets",UK's 2035 NDC (Jan 2025),"Climate Action Tracker (secondary) states directly: 'the UK has missed the opportunity to provide clarity in three key areas: LULUCF, carbon removal, and carbon credits.' However, CAT also notes 'the UK's LULUCF emissions are very small compared to total emissions (at less than 1% of total emissions in 2024)' — meaning the sector's practical influence on the credibility of the headline 81% target is limited even where transparency is lacking.",IPCC AR6 WGIII Ch.7 (AFOLU),"AFOLU can provide 20–30% of global mitigation needed for 1.5/2°C pathways to 2050 (~8–14 GtCO2e/yr economic potential), led by forest/ecosystem protection; the chapter flags long-term additionality and permanence uncertainty for land-sink-heavy strategies.",0.6,Significant,Significant,High,"This is a real, independently-flagged transparency gap in an otherwise unusually transparent NDC, but it is fundamentally different in kind from cases like Russia, Indonesia, or Brazil where LULUCF materially drives the entire headline result — CAT itself notes the UK's LULUCF sector is small enough (<1% of total emissions) that the ambiguity has limited practical impact on overall target credibility.",Yes,Retain Figure 2 Class,Potential post-cut-off source/date,1,Reviewer 1,2026-08-07,Exploratory 119-cell review
GC-113,United States,D1,Renewable Energy Targets,Share of renewable/non-fossil electricity or installed capacity vs IPCC electricity-share benchmark,"No current NDC exists. Historical reference: Biden Administration's 2024 NDC (revoked); Inflation Reduction Act (IRA, 2022); One Big Beautiful Bill Act (OBBBA, signed July 4, 2025)","Following the US withdrawal from the Paris Agreement (executive order, Jan 20, 2025), the Trump Administration formally revoked the Biden Administration's 2030 and 2035 NDC targets, so no current federal renewable-electricity target exists to evaluate. The prior approach relied on IRA renewable tax credits (Clean Electricity Production/Investment Tax Credits); OBBBA now imposes 'accelerated repeal schedules for most renewable energy tax credits' (Arnold & Porter, secondary), making solar and wind ineligible for the Clean Electricity Investment Credit after Dec 31, 2027. E2 data (via Electrek, secondary) shows over $28.7 billion in private-sector renewable and EV project cancellations in 2025 alone.",IPCC AR6 WGIII Ch.6; SPM.3,1.5–<2°C pathways: low-carbon sources ~93–97% of global electricity by 2050.,0.6,Significant,Absent,High,"There is no current federal NDC or renewable-electricity target to compare against the AR6 benchmark — the prior target was formally revoked, and the tax-credit infrastructure that supported renewable deployment is being actively and rapidly dismantled by statute (OBBBA), not merely underfunded.",Yes,Revise Class,,0,Reviewer 1,2026-08-07,Exploratory 119-cell review
